sku_id,product_name,category,color,size,supplier_id,cost_price,mrp,units_purchased,units_sold_total,units_on_hand,stock_remaining_pct,sell_through_rate,last_sale_date,days_since_last_sale,velocity_overall,units_sold_last_4w,weeks_of_stock,bleed_score,margin_at_risk,status,top_channel,action,recommended_discount_pct,reason,markdown_price,projected_recovery,est_revenue_if_actioned,urgency_rank
SKU-0161,Chikankari Saree (Cotton),Saree,Teal,S,SUP-005,846,5559,115,22,93,0.809,0.191,2024-11-30,1,6.7,22.0,16.9,0.81,438309,Healthy,Store - Indiranagar,Bundle offer,15,Good velocity but high absolute stock (93 units). Bundle with complementary SKU to accelerate sell-through.,4725,241070,351540,3
SKU-0364,Mirror work Dupatta (Chanderi),Dupatta,Blush pink,M,SUP-010,264,410,94,20,74,0.787,0.213,2024-11-30,1,5.6,20.0,14.8,0.79,10804,Healthy,Online - Instagram,Bundle offer,15,Good velocity but high absolute stock (74 units). Bundle with complementary SKU to accelerate sell-through.,348,5942,20602,3
SKU-0255,Ikat Coord Set (Chanderi),Coord Set,Ochre,S,SUP-007,687,1701,138,29,109,0.79,0.21,2024-11-30,1,6.34,26.0,16.8,0.79,110526,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (109 units). Bundle with complementary SKU to accelerate sell-through.,1446,60789,126091,3
SKU-0179,Bagru print Saree (Silk blend),Saree,Mauve,S,SUP-002,1947,3174,99,22,77,0.778,0.222,2024-11-30,1,3.02,10.0,30.8,0.78,94479,Healthy,Store - Koramangala,Bundle offer,15,Good velocity but high absolute stock (77 units). Bundle with complementary SKU to accelerate sell-through.,2698,51963,166197,3
SKU-0065,Ikat Kurta (Silk blend),Kurta,Terracotta,XL,SUP-005,425,1214,128,28,100,0.781,0.219,2024-11-30,1,4.78,19.0,21.1,0.78,78900,Healthy,Store - Koramangala,Bundle offer,15,Good velocity but high absolute stock (100 units). Bundle with complementary SKU to accelerate sell-through.,1032,43395,82560,3
SKU-0178,Bagru print Saree (Cotton),Saree,Mauve,M,SUP-002,1720,3555,117,26,91,0.778,0.222,2024-11-30,1,8.27,26.0,14.0,0.78,166985,Healthy,Online - Nykaa,Bundle offer,15,Good velocity but high absolute stock (91 units). Bundle with complementary SKU to accelerate sell-through.,3022,91842,220002,3
SKU-0449,Ajrakh Dress (Rayon),Dress,Sage green,XL,SUP-004,510,1817,82,20,62,0.756,0.244,2024-11-30,1,4.67,17.0,14.6,0.76,81034,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (62 units). Bundle with complementary SKU to accelerate sell-through.,1544,44569,76582,3
SKU-0316,Dabu print Dupatta (Silk blend),Dupatta,Mauve,XL,SUP-005,266,775,113,27,86,0.761,0.239,2024-11-30,1,3.94,16.0,21.5,0.76,43774,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (86 units). Bundle with complementary SKU to accelerate sell-through.,659,24076,45339,3
SKU-0359,Block print Dupatta (Chanderi),Dupatta,Blush pink,XS,SUP-008,256,673,74,18,56,0.757,0.243,2024-11-30,1,2.62,13.0,17.2,0.76,23352,Healthy,Store - Indiranagar,Bundle offer,15,Good velocity but high absolute stock (56 units). Bundle with complementary SKU to accelerate sell-through.,572,12844,25626,3
SKU-0176,Block print Saree (Silk blend),Saree,Rust,XXL,SUP-008,1489,3049,140,35,105,0.75,0.25,2024-11-30,1,3.27,15.0,28.0,0.75,163800,Healthy,Store - MG Road,Bundle offer,15,Good velocity but high absolute stock (105 units). Bundle with complementary SKU to accelerate sell-through.,2592,90090,217728,3
SKU-0337,Ajrakh Dupatta (Georgette),Dupatta,Rust,XL,SUP-003,161,665,56,16,40,0.714,0.286,2024-11-30,1,4.48,16.0,10.0,0.71,20160,Healthy,Store - Indiranagar,Bundle offer,15,Good velocity but high absolute stock (40 units). Bundle with complementary SKU to accelerate sell-through.,565,11088,18080,3
SKU-0127,Ikat Saree (Mul mul),Saree,Mauve,XL,SUP-008,1792,3839,135,40,95,0.704,0.296,2024-11-30,1,3.84,17.0,22.4,0.7,194465,Healthy,Store - MG Road,Bundle offer,15,Good velocity but high absolute stock (95 units). Bundle with complementary SKU to accelerate sell-through.,3263,106956,247988,3
SKU-0433,Shibori Dress (Cotton),Dress,Terracotta,L,SUP-007,562,1639,135,34,101,0.748,0.252,2024-12-01,0,6.8,27.0,15.0,0.0,108777,Healthy,Store - Koramangala,Bundle offer,15,Good velocity but high absolute stock (101 units). Bundle with complementary SKU to accelerate sell-through.,1393,59827,112554,3
SKU-0225,Chikankari Coord Set (Silk blend),Coord Set,Ochre,XL,SUP-005,781,2196,88,11,77,0.875,0.125,2024-12-01,0,5.5,11.0,28.0,0.0,108955,Healthy,Store - MG Road,Bundle offer,15,Good velocity but high absolute stock (77 units). Bundle with complementary SKU to accelerate sell-through.,1867,59925,115007,3
SKU-0237,Mirror work Coord Set (Chanderi),Coord Set,Rust,XXL,SUP-010,592,1704,95,27,68,0.716,0.284,2024-12-01,0,3.94,15.0,18.1,0.0,75616,Healthy,Online - Website,Bundle offer,15,Good velocity but high absolute stock (68 units). Bundle with complementary SKU to accelerate sell-through.,1448,41589,78771,3
SKU-0342,Ikat Dupatta (Linen),Dupatta,Indigo,XXL,SUP-003,245,482,89,13,76,0.854,0.146,2024-12-01,0,4.14,13.0,23.4,0.0,18012,Healthy,Store - Koramangala,Bundle offer,15,Good velocity but high absolute stock (76 units). Bundle with complementary SKU to accelerate sell-through.,410,9907,24928,3
SKU-0248,Dabu print Coord Set (Chanderi),Coord Set,Charcoal,XL,SUP-010,892,2449,101,28,73,0.723,0.277,2024-12-01,0,8.91,28.0,10.4,0.0,113661,Healthy,Store - MG Road,Bundle offer,15,Good velocity but high absolute stock (73 units). Bundle with complementary SKU to accelerate sell-through.,2082,62514,121589,3
SKU-0443,Ikat Dress (Georgette),Dress,Ivory,M,SUP-007,427,1461,110,23,87,0.791,0.209,2024-12-01,0,7.67,23.0,15.1,0.0,89958,Healthy,Online - Nykaa,Bundle offer,15,Good velocity but high absolute stock (87 units). Bundle with complementary SKU to accelerate sell-through.,1242,49477,86443,3
SKU-0076,Shibori Kurta (Chanderi),Kurta,Charcoal,XS,SUP-001,576,1608,146,26,120,0.822,0.178,2024-12-01,0,5.52,22.0,21.8,0.0,123840,Healthy,Store - Koramangala,Bundle offer,15,Good velocity but high absolute stock (120 units). Bundle with complementary SKU to accelerate sell-through.,1367,68112,131232,3
SKU-0143,Dabu print Saree (Georgette),Saree,Ivory,XL,SUP-003,1534,3022,141,22,119,0.844,0.156,2024-12-01,0,7.7,22.0,21.6,0.0,177072,Healthy,Store - Indiranagar,Bundle offer,15,Good velocity but high absolute stock (119 units). Bundle with complementary SKU to accelerate sell-through.,2569,97390,244569,3
SKU-0162,Kalamkari Saree (Georgette),Saree,Charcoal,M,SUP-008,1049,2590,143,23,120,0.839,0.161,2024-12-01,0,5.96,23.0,20.9,0.0,184920,Healthy,Online - Instagram,Bundle offer,15,Good velocity but high absolute stock (120 units). Bundle with complementary SKU to accelerate sell-through.,2202,101706,211392,3
SKU-0283,Block print Coord Set (Cotton),Coord Set,Ivory,XS,SUP-009,541,1420,30,6,24,0.8,0.2,2024-11-07,24,0.76,1.0,96.0,19.2,21096,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1420,21096,27264,5
SKU-0029,Dabu print Kurta (Cotton),Kurta,Sage green,L,SUP-001,647,1560,31,2,29,0.935,0.065,2024-11-11,20,0.7,2.0,58.0,18.7,26477,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1560,26477,36192,5
SKU-0482,Dabu print Palazzo (Silk blend),Palazzo,Teal,M,SUP-006,201,715,49,8,41,0.837,0.163,2024-11-10,21,1.6,4.0,41.0,17.58,21074,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,715,21074,23452,5
SKU-0418,Bandhani Dress (Silk blend),Dress,Mauve,S,SUP-001,620,1632,130,20,110,0.846,0.154,2024-11-11,20,1.44,3.0,146.7,16.92,111320,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1632,111320,143616,5
SKU-0201,Shibori Coord Set (Cotton),Coord Set,Ochre,XS,SUP-008,594,1565,40,12,28,0.7,0.3,2024-11-07,24,1.87,2.0,56.0,16.8,27188,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1565,27188,35056,5
SKU-0192,Block print Saree (Silk blend),Saree,Charcoal,XL,SUP-004,1537,5556,61,1,60,0.984,0.016,2024-11-14,17,0.41,1.0,240.0,16.73,241140,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,5556,241140,266688,5
SKU-0422,Mirror work Dress (Mul mul),Dress,Mauve,L,SUP-008,682,1373,83,1,82,0.988,0.012,2024-11-15,16,0.44,1.0,328.0,15.81,56662,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,1373,56662,90069,5
SKU-0456,Bagru print Palazzo (Georgette),Palazzo,Sage green,S,SUP-008,364,916,53,4,49,0.925,0.075,2024-11-14,17,0.76,3.0,65.3,15.73,27048,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,916,27048,35907,5
SKU-0272,Ikat Coord Set (Chanderi),Coord Set,Ochre,XL,SUP-002,524,2502,89,31,58,0.652,0.348,2024-11-07,24,2.68,5.0,46.4,15.65,114724,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,2502,114724,116093,5
SKU-0361,Bandhani Dupatta (Linen),Dupatta,Sage green,XS,SUP-003,212,755,33,2,31,0.939,0.061,2024-11-15,16,0.41,1.0,124.0,15.02,16833,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,755,16833,18724,5
SKU-0122,Ajrakh Saree (Chanderi),Saree,Mauve,M,SUP-010,1750,4536,126,43,83,0.659,0.341,2024-11-10,21,3.04,5.0,66.4,13.84,231238,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,4536,231238,301190,5
SKU-0103,Block print Kurta (Rayon),Kurta,Sage green,XS,SUP-004,475,1761,39,14,25,0.641,0.359,2024-11-10,21,2.58,6.0,16.7,13.46,32150,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,1761,32150,35220,5
SKU-0350,Ajrakh Dupatta (Linen),Dupatta,Ochre,XXL,SUP-004,253,600,146,65,81,0.555,0.445,2024-11-08,23,2.77,5.0,64.8,12.76,28107,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,600,28107,38880,5
SKU-0232,Kalamkari Coord Set (Cotton),Coord Set,Terracotta,XXL,SUP-002,786,2476,143,13,130,0.909,0.091,2024-11-17,14,1.49,4.0,130.0,12.73,219700,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,2476,219700,257504,5
SKU-0160,Mirror work Saree (Cotton),Saree,Indigo,XS,SUP-010,1460,5352,134,58,76,0.567,0.433,2024-11-11,20,3.1,3.0,101.3,11.34,295792,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,5352,295792,325402,5
SKU-0196,Bagru print Saree (Mul mul),Saree,Charcoal,XS,SUP-005,2094,4455,37,20,17,0.459,0.541,2024-11-08,23,3.5,9.0,7.6,10.56,40137,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,4455,40137,60588,5
SKU-0110,Bagru print Kurta (Chanderi),Kurta,Rust,XL,SUP-005,411,1390,99,54,45,0.455,0.545,2024-11-08,23,4.11,7.0,25.7,10.46,44055,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,1390,44055,50040,5
SKU-0036,Block print Kurta (Mul mul),Kurta,Ivory,XL,SUP-003,376,1175,33,13,20,0.606,0.394,2024-11-14,17,2.68,7.0,11.4,10.3,15980,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1175,15980,18800,5
SKU-0450,Block print Dress (Chanderi),Dress,Terracotta,XL,SUP-004,510,1423,145,84,61,0.421,0.579,2024-11-07,24,4.63,4.0,61.0,10.1,55693,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1423,55693,69442,5
SKU-0471,Kalamkari Palazzo (Cotton),Palazzo,Mauve,M,SUP-006,320,717,133,77,56,0.421,0.579,2024-11-07,24,5.61,3.0,74.7,10.1,22232,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,717,22232,32122,5
SKU-0096,Block print Kurta (Rayon),Kurta,Charcoal,L,SUP-010,371,1354,75,33,42,0.56,0.44,2024-11-14,17,2.78,8.0,21.0,9.52,41286,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,1354,41286,45494,5
SKU-0267,Dabu print Coord Set (Linen),Coord Set,Indigo,XL,SUP-003,511,2662,59,26,33,0.559,0.441,2024-11-15,16,2.94,7.0,18.9,8.94,70983,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,2662,70983,70277,5
SKU-0158,Ajrakh Saree (Mul mul),Saree,Rust,XL,SUP-001,2052,6403,90,56,34,0.378,0.622,2024-11-08,23,3.41,4.0,34.0,8.69,147934,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,6403,147934,174162,5
SKU-0066,Chikankari Kurta (Cotton),Kurta,Teal,XL,SUP-005,374,1418,71,42,29,0.408,0.592,2024-11-10,21,4.45,8.0,14.5,8.57,30276,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1418,30276,32898,5
SKU-0415,Bandhani Dress (Cotton),Dress,Ochre,L,SUP-003,519,2010,66,42,24,0.364,0.636,2024-11-09,22,4.59,7.0,13.7,8.01,35784,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,2010,35784,38592,5
SKU-0306,Dabu print Dupatta (Linen),Dupatta,Rust,S,SUP-005,244,481,131,5,126,0.962,0.038,2024-11-23,8,1.06,4.0,126.0,7.7,29862,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,481,29862,48485,5
SKU-0149,Ikat Saree (Cotton),Saree,Ochre,S,SUP-001,927,6124,66,39,27,0.409,0.591,2024-11-13,18,4.96,12.0,9.0,7.36,140319,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,6124,140319,132278,5
SKU-0071,Ikat Kurta (Linen),Kurta,Rust,XL,SUP-006,566,1250,68,47,21,0.309,0.691,2024-11-08,23,2.27,4.0,21.0,7.11,14364,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1250,14364,21000,5
SKU-0452,Kalamkari Palazzo (Silk blend),Palazzo,Blush pink,M,SUP-005,221,903,128,75,53,0.414,0.586,2024-11-14,17,6.48,14.0,15.1,7.04,36146,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,903,36146,38287,5
SKU-0243,Bandhani Coord Set (Chanderi),Coord Set,Sage green,XXL,SUP-002,872,1893,31,7,24,0.774,0.226,2024-11-22,9,1.22,5.0,19.2,6.97,24504,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1893,24504,36346,5
SKU-0030,Chikankari Kurta (Cotton),Kurta,Charcoal,M,SUP-003,603,1601,77,44,33,0.429,0.571,2024-11-15,16,6.16,13.0,10.2,6.86,32934,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1601,32934,42266,5
SKU-0355,Shibori Dupatta (Cotton),Dupatta,Blush pink,L,SUP-009,180,513,43,14,29,0.674,0.326,2024-11-21,10,2.28,6.0,19.3,6.74,9657,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,513,9657,11902,5
SKU-0329,Mirror work Dupatta (Cotton),Dupatta,Indigo,S,SUP-002,204,354,45,2,43,0.956,0.044,2024-11-24,7,0.93,2.0,86.0,6.69,6450,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,354,6450,12178,5
SKU-0413,Bagru print Dress (Chanderi),Dress,Blush pink,XS,SUP-006,573,1393,98,44,54,0.551,0.449,2024-11-19,12,3.08,10.0,21.6,6.61,44280,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,1393,44280,60178,5
SKU-0429,Kalamkari Dress (Mul mul),Dress,Teal,L,SUP-003,474,1618,102,35,67,0.657,0.343,2024-11-21,10,3.5,7.0,38.3,6.57,76648,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1618,76648,86725,5
SKU-0292,Kalamkari Coord Set (Mul mul),Coord Set,Blush pink,S,SUP-006,754,1769,42,4,38,0.905,0.095,2024-11-24,7,1.22,4.0,38.0,6.34,38570,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1769,38570,53778,5
SKU-0463,Ajrakh Palazzo (Georgette),Palazzo,Charcoal,XS,SUP-010,369,751,115,11,104,0.904,0.096,2024-11-24,7,1.71,6.0,69.3,6.33,39728,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,751,39728,62483,5
SKU-0384,Ikat Dress (Chanderi),Dress,Ochre,M,SUP-010,486,1174,80,49,31,0.388,0.612,2024-11-15,16,5.91,16.0,7.8,6.21,21328,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1174,21328,29115,5
SKU-0157,Dabu print Saree (Cotton),Saree,Teal,M,SUP-003,2040,3138,143,104,39,0.273,0.727,2024-11-09,22,6.22,4.0,39.0,6.01,42822,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,3138,42822,97906,5
SKU-0009,Kalamkari Kurta (Rayon),Kurta,Indigo,XL,SUP-008,564,1201,55,38,17,0.309,0.691,2024-11-13,18,5.02,13.0,5.2,5.56,10829,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1201,10829,16334,5
SKU-0358,Ajrakh Dupatta (Rayon),Dupatta,Mauve,XL,SUP-004,277,617,130,13,117,0.9,0.1,2024-11-25,6,1.9,7.0,66.9,5.4,39780,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,617,39780,57751,5
SKU-0004,Bandhani Kurta (Mul mul),Kurta,Teal,L,SUP-009,408,1460,32,13,19,0.594,0.406,2024-11-22,9,3.25,13.0,5.8,5.35,19988,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1460,19988,22192,5
SKU-0299,Kalamkari Coord Set (Rayon),Coord Set,Ivory,M,SUP-006,587,2467,48,31,17,0.354,0.646,2024-11-16,15,6.2,20.0,3.4,5.31,31960,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,2467,31960,33551,5
SKU-0405,Bandhani Dress (Silk blend),Dress,Ochre,S,SUP-008,494,2009,46,22,24,0.522,0.478,2024-11-21,10,3.28,10.0,9.6,5.22,36360,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,2009,36360,38573,5
SKU-0315,Mirror work Dupatta (Rayon),Dupatta,Ochre,XS,SUP-003,226,462,146,88,58,0.397,0.603,2024-11-18,13,5.76,10.0,23.2,5.16,13688,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,462,13688,21437,5
SKU-0445,Ajrakh Dress (Georgette),Dress,Blush pink,M,SUP-006,520,1270,130,94,36,0.277,0.723,2024-11-13,18,5.62,8.0,18.0,4.99,27000,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,1270,27000,36576,5
SKU-0011,Bandhani Kurta (Cotton),Kurta,Blush pink,M,SUP-003,478,1597,62,48,14,0.226,0.774,2024-11-09,22,4.42,8.0,7.0,4.97,15666,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1597,15666,17886,5
SKU-0351,Bandhani Dupatta (Linen),Dupatta,Sage green,XS,SUP-009,191,539,69,39,30,0.435,0.565,2024-11-20,11,5.69,14.0,8.6,4.78,10440,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,539,10440,12936,5
SKU-0291,Shibori Coord Set (Cotton),Coord Set,Charcoal,S,SUP-007,881,2235,91,69,22,0.242,0.758,2024-11-12,19,5.31,8.0,11.0,4.6,29788,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,2235,29788,39336,5
SKU-0045,Mirror work Kurta (Chanderi),Kurta,Terracotta,XXL,SUP-001,535,1524,81,66,15,0.185,0.815,2024-11-08,23,3.35,4.0,15.0,4.26,14835,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1524,14835,18288,5
SKU-0104,Ajrakh Kurta (Georgette),Kurta,Sage green,XXL,SUP-002,416,1182,140,105,35,0.25,0.75,2024-11-14,17,6.02,9.0,15.6,4.25,26810,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1182,26810,33096,5
SKU-0295,Bandhani Coord Set (Linen),Coord Set,Ivory,XL,SUP-003,712,2595,61,40,21,0.344,0.656,2024-11-20,11,6.22,22.0,3.8,3.78,39543,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,2595,39543,43596,5
SKU-0476,Kalamkari Palazzo (Linen),Palazzo,Blush pink,M,SUP-001,296,1066,91,57,34,0.374,0.626,2024-11-21,10,5.7,20.0,6.8,3.74,26180,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,1066,26180,28995,5
SKU-0021,Mirror work Kurta (Cotton),Kurta,Sage green,XS,SUP-001,521,1613,87,69,18,0.207,0.793,2024-11-13,18,6.71,11.0,6.5,3.73,19656,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1613,19656,23227,5
SKU-0432,Bagru print Dress (Cotton),Dress,Teal,XL,SUP-008,637,1615,125,95,30,0.24,0.76,2024-11-16,15,6.46,12.0,10.0,3.6,29340,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1615,29340,38760,5
SKU-0193,Bandhani Saree (Cotton),Saree,Blush pink,L,SUP-005,1953,5355,76,8,68,0.895,0.105,2024-11-27,4,1.6,6.0,45.3,3.58,231336,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,5355,231336,291312,5
SKU-0424,Kalamkari Dress (Chanderi),Dress,Mauve,XXL,SUP-008,557,1664,31,25,6,0.194,0.806,2024-11-13,18,3.07,8.0,3.0,3.49,6642,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,1664,6642,7987,5
SKU-0170,Ajrakh Saree (Linen),Saree,Mauve,XS,SUP-001,1965,4233,82,65,17,0.207,0.793,2024-11-17,14,5.62,14.0,4.9,2.9,38556,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,4233,38556,57569,5
SKU-0186,Chikankari Saree (Chanderi),Saree,Ivory,XS,SUP-001,1388,4212,133,5,128,0.962,0.038,2024-11-28,3,1.4,5.0,102.4,2.89,361472,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,4212,361472,431309,5
SKU-0191,Block print Saree (Linen),Saree,Rust,M,SUP-010,1180,4707,116,5,111,0.957,0.043,2024-11-28,3,1.75,5.0,88.8,2.87,391497,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,4707,391497,417982,5
SKU-0033,Bandhani Kurta (Rayon),Kurta,Charcoal,L,SUP-001,502,1287,97,64,33,0.34,0.66,2024-11-23,8,6.69,25.0,5.3,2.72,25905,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1287,25905,33977,5
SKU-0129,Kalamkari Saree (Rayon),Saree,Terracotta,XXL,SUP-004,1578,3992,83,53,30,0.361,0.639,2024-11-24,7,6.29,25.0,4.8,2.53,72420,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,3992,72420,95808,5
SKU-0265,Bandhani Coord Set (Mul mul),Coord Set,Teal,S,SUP-004,840,2169,111,41,70,0.631,0.369,2024-11-27,4,3.26,11.0,25.5,2.52,93030,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,2169,93030,121464,5
SKU-0199,Mirror work Saree (Linen),Saree,Mauve,XL,SUP-002,1320,3216,117,82,35,0.299,0.701,2024-11-23,8,7.55,27.0,5.2,2.39,66360,Healthy,Online - Website,Monitor,0,Sell-through on track. Review again in 2 weeks.,3216,66360,90048,5
SKU-0440,Bagru print Dress (Silk blend),Dress,Terracotta,XXL,SUP-009,691,1679,105,93,12,0.114,0.886,2024-11-10,21,5.81,9.0,5.3,2.39,11856,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1679,11856,16118,5
SKU-0251,Bandhani Coord Set (Mul mul),Coord Set,Indigo,XS,SUP-007,741,1980,50,42,8,0.16,0.84,2024-11-18,13,4.74,11.0,2.9,2.08,9912,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1980,9912,12672,5
SKU-0464,Shibori Palazzo (Silk blend),Palazzo,Mauve,XL,SUP-006,216,985,142,94,48,0.338,0.662,2024-11-25,6,5.31,19.0,10.1,2.03,36912,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,985,36912,37824,5
SKU-0499,Mirror work Palazzo (Rayon),Palazzo,Mauve,XS,SUP-010,320,934,121,104,17,0.14,0.86,2024-11-17,14,6.33,21.0,3.2,1.96,10438,Healthy,Store - MG Road,Monitor,0,Sell-through on track. Review again in 2 weeks.,934,10438,12702,5
SKU-0382,Block print Dress (Linen),Dress,Mauve,S,SUP-004,545,1494,85,30,55,0.647,0.353,2024-11-28,3,3.39,13.0,16.9,1.94,52195,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,1494,52195,65736,5
SKU-0214,Shibori Coord Set (Mul mul),Coord Set,Terracotta,XL,SUP-002,651,2346,129,107,22,0.171,0.829,2024-11-20,11,6.87,21.0,4.2,1.88,37290,Healthy,Store - Indiranagar,Monitor,0,Sell-through on track. Review again in 2 weeks.,2346,37290,41290,5
SKU-0126,Dabu print Saree (Rayon),Saree,Blush pink,XXL,SUP-002,822,3014,118,79,39,0.331,0.669,2024-11-26,5,5.37,23.0,6.8,1.66,85488,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,3014,85488,94037,5
SKU-0024,Dabu print Kurta (Linen),Kurta,Teal,L,SUP-007,475,1079,104,32,72,0.692,0.308,2024-11-29,2,3.39,15.0,19.2,1.38,43488,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,1079,43488,62150,5
SKU-0480,Ajrakh Palazzo (Linen),Palazzo,Terracotta,XL,SUP-009,261,751,98,31,67,0.684,0.316,2024-11-29,2,7.23,26.0,10.3,1.37,32830,Healthy,Store - Koramangala,Monitor,0,Sell-through on track. Review again in 2 weeks.,751,32830,40254,5
SKU-0353,Shibori Dupatta (Mul mul),Dupatta,Sage green,XL,SUP-007,250,775,107,34,73,0.682,0.318,2024-11-29,2,7.44,28.0,10.4,1.36,38325,Healthy,Online - Nykaa,Monitor,0,Sell-through on track. Review again in 2 weeks.,775,38325,45260,5
SKU-0211,Bagru print Coord Set (Cotton),Coord Set,Rust,L,SUP-010,710,2061,144,48,96,0.667,0.333,2024-11-29,2,6.72,27.0,14.2,1.33,129696,Healthy,Online - Instagram,Monitor,0,Sell-through on track. Review again in 2 weeks.,2061,129696,158285,5
